source,target,value
Ensemble Kalman filter,Matrix normal distribution,
Ensemble Kalman filter,FastICA,
Ensemble Kalman filter,Inverse-Wishart distribution,
Standard score,Z-score,
Standard score,Z statistic,
Standard score,Benini distribution,
Standard score,Z score,
Standard score,Clark Ocone theorem,
Craps principle,Bland Altman plot,
Craps principle,Baum Welch algorithm,
Craps principle,Bayes' rule,
Craps principle,Bayes linear statistics,
Craps principle,Optimal matching,
Le vy's convergence theorem,Consistent estimator,
Le vy's convergence theorem,Empirical distribution function,
Le vy's convergence theorem,Gaussian isoperimetric inequality,
Le vy's convergence theorem,Le vy's continuity theorem,
Le vy's convergence theorem,Asymptotic theory (statistics),
Le vy's convergence theorem,Sparse PCA,
Yates analysis,Factorial experiment,
Yates analysis,Fractional factorial design,
Yates analysis,Fully crossed design,
Linear model,Dirichlet distribution,
Linear model,Autoregressive model,
Linear model,Copula (statistics),
Linear model,Copula (probability theory),
Kullback Leibler divergence,Entropy (information theory),
Kullback Leibler divergence,Dirichlet distribution,
Kullback Leibler divergence,Maximum entropy method,
Kullback Leibler divergence,Directional statistics,
Kullback Leibler divergence,Central limit theorem,
Kullback Leibler divergence,Lyapunov's central limit theorem,
Mean squared error,Behrens Fisher distribution,
Multidimensional scaling,Earth mover's distance,
Multidimensional scaling,Proportional hazards model,
Multidimensional scaling,Logistic regression,
Multidimensional scaling,Weighted covariance matrix,
Multidimensional scaling,Proportional hazards models,
Multidimensional scaling,Weighted sample,
Multidimensional scaling,Gauss Markov theorem,
Multidimensional scaling,Sample mean and sample covariance,
Multidimensional scaling,Sample mean and covariance,
Multidimensional scaling,Dunn index,
Signal-to-noise statistic,Sensitivity index,
Crame r's theorem,Moment (mathematics),
Crame r's theorem,Weighted covariance matrix,
Crame r's theorem,Weighted sample,
Crame r's theorem,Variational Bayesian methods,
Crame r's theorem,Sample mean and sample covariance,
Crame r's theorem,Partial correlation,
Crame r's theorem,Central limit theorem,
Crame r's theorem,Lyapunov's central limit theorem,
Crame r's theorem,Dirichlet process,
Crame r's theorem,Sample mean and covariance,
Leverage (statistics),Three-stage least squares,
Leverage (statistics),Bu hlmann model,
Leverage (statistics),Simultaneous equation methods (econometrics),
Leverage (statistics),Variance inflation factor,
Leverage (statistics),Pearson product-moment correlation coefficient,
Leverage (statistics),PRESS statistic,
Leverage (statistics),Central limit theorem for directional statistics,
Leverage (statistics),Indirect least squares,
Leverage (statistics),Lack-of-fit sum of squares,
Leverage (statistics),Partition of sums of squares,
Leverage (statistics),DFFITS,
Multiclass LDA,Fisher's linear discriminator,
Multiclass LDA,Linear discriminant analysis,
Studentized range,Bayesian average,
Studentized range,Cochran's C test,
Studentized range,Behrens Fisher distribution,
Studentized range,Average,
Fisher's linear discriminator,Linear discriminant analysis,
Continuous stochastic process,Basu's theorem,
Continuous stochastic process,Doob's martingale inequality,
Continuous stochastic process,Filtering problem (stochastic processes),
Continuous stochastic process,Doob's martingale convergence theorems,
Continuous stochastic process,Monte Carlo integration,
Continuous stochastic process,Schilder's theorem,
Continuous stochastic process,Dudley's theorem,
Continuous stochastic process,Karhunen Loe ve theorem,
Independent component analysis,Covariance matrix,
Independent component analysis,Weighted covariance matrix,
Independent component analysis,Weighted sample,
Independent component analysis,Sample mean and sample covariance,
Independent component analysis,Sample mean and covariance,
Ecological fallacy,Kaplan Meier estimator,
Truncated normal distribution,Poisson regression,
Truncated normal distribution,Pareto interpolation,
Truncated normal distribution,Marginal likelihood,
Truncated normal distribution,Beta-binomial distribution,
Truncated normal distribution,Inverse-gamma distribution,
Truncated normal distribution,Gamma variate,
Truncated normal distribution,McCullagh's parametrization of the Cauchy distributions,
Truncated normal distribution,Le vy flight,
Truncated normal distribution,Ordinal regression,
Truncated normal distribution,Johnson SU distribution,
Truncated normal distribution,Gamma distribution,
Truncated normal distribution,Conditional probability distribution,
Truncated normal distribution,M-estimator,
Truncated normal distribution,Skew normal distribution,
Truncated normal distribution,Covariance,
Truncated normal distribution,Beta-binomial model,
Truncated normal distribution,Ergodic theory,
Unimodality,Unimodal function,
Uniformly most powerful test,Bayes estimator,
Uniformly most powerful test,Sufficient statistic,
Poisson regression,Generalized least squares,
Poisson regression,Fokker Planck equation,
Poisson regression,Pareto interpolation,
Poisson regression,Marginal likelihood,
Poisson regression,Exponential random numbers,
Poisson regression,Beta-binomial distribution,
Poisson regression,Gamma variate,
Poisson regression,Non-linear least squares,
Poisson regression,Fisher information,
Poisson regression,Method of simulated moments,
Poisson regression,Local asymptotic normality,
Poisson regression,Power transform,
Poisson regression,Generalized linear model,
Poisson regression,Multivariate random variable,
Poisson regression,Least squares,
Poisson regression,Feasible generalized least squares,
Poisson regression,Sigma-algebra,
Poisson regression,Minimum-variance unbiased estimator,
Poisson regression,Geostatistics,
Poisson regression,Ordinal regression,
Poisson regression,Johnson SU distribution,
Poisson regression,Gamma distribution,
Poisson regression,Random matrix,
Poisson regression,Conditional probability distribution,
Poisson regression,M-estimator,
Poisson regression,Thompson sampling,
Poisson regression,Beta (finance),
Poisson regression,Exponential distribution,
Poisson regression,Gauss Newton algorithm,
Poisson regression,Bayesian multivariate linear regression,
Poisson regression,NumXL,
Poisson regression,Pseudo-determinant,
Poisson regression,Ha jek Le Cam convolution theorem,
Poisson regression,Expectation maximization algorithm,
Poisson regression,Gauss Markov theorem,
Poisson regression,Parametric model,
Poisson regression,Time frequency analysis,
Poisson regression,Simple linear regression,
Poisson regression,Covariance,
Poisson regression,Beta-binomial model,
Poisson regression,Numerical methods for linear least squares,
Poisson regression,Least-squares spectral analysis,
Poisson regression,Bias of an estimator,
Poisson regression,Matrix t-distribution,
Poisson regression,Notation in probability and statistics,
Poisson regression,Posterior predictive distribution,
Poisson regression,Prais Winsten estimation,
Poisson regression,Ordinary least squares,
Poisson regression,Conditional expectation,
Bayesian search theory,Frequency (statistics),
Truncated distribution,Rejection sampling,
Lumpability,Polytomous Rasch model,
Lumpability,Random effects model,
Lumpability,Substitution model,
Regenerative process,Variance gamma process,
Confidence and prediction bands,Confidence band,
Bootstrapping populations,Multinomial probit,
Bootstrapping populations,Multivariate normal distribution,
Bootstrapping populations,Comonotonicity,
Bootstrapping populations,Dirichlet distribution,
Bootstrapping populations,Well-behaved statistic,
Population modeling,M/D/1 queue,
Polynomial regression,Resampling (statistics),
Polynomial regression,Compositional data,
Polynomial regression,Randomization test,
Polynomial regression,Empirical distribution function,
Polynomial regression,Discrete choice,
Polynomial regression,Gaussian isoperimetric inequality,
Polynomial regression,Permutation test,
Mathematical modelling of infectious disease,Mathematical modelling in epidemiology,
Mean signed deviation,Observed information,
Mean signed deviation,Fisher information,
Mean signed deviation,Wald test,
Mean signed deviation,Scoring algorithm,
Mean signed deviation,Score (statistics),
Mean signed deviation,Mean signed difference,
Mean signed deviation,Estimator,
Mean signed deviation,Parametric family,
Dominating decision rule,Observed information,
Conway Maxwell Poisson distribution,Normal-gamma distribution,
Conway Maxwell Poisson distribution,Inverse Gaussian distribution,
Conway Maxwell Poisson distribution,Wald distribution,
Three-stage least squares,Fixed effects estimator,
Three-stage least squares,Simultaneous equation methods (econometrics),
Three-stage least squares,Fixed effects estimation,
Three-stage least squares,Factor analysis,
Three-stage least squares,Fixed effects model,
Three-stage least squares,Indirect least squares,
Three-stage least squares,Ehrenfest model,
Mean squared prediction error,Instrumental variable,
Mean squared prediction error,Freidlin Wentzell theorem,
Mean squared prediction error,McCullagh's parametrization of the Cauchy distributions,
Mean squared prediction error,Expected value,
Mean squared prediction error,Continuous mapping theorem,
Mean squared prediction error,Consistent estimator,
Mean squared prediction error,Bennett's inequality,
Mean squared prediction error,2SLS,
Inverse-chi-squared distribution,Student's t-distribution,
Inverse-chi-squared distribution,Scaled-inverse-chi-squared distribution,
One- and two-tailed tests,Two-tailed test,
One- and two-tailed tests,One-tailed test,
Logistic distribution,Raised cosine distribution,
Detrended fluctuation analysis,Sufficient statistic,
Skewness,Multicollinearity,
Skewness,Harmonic mean,
Skewness,FWL theorem,
Skewness,Subcontrary mean,
Skewness,Frisch Waugh Lovell theorem,
Generalized least squares,Non-linear least squares,
Generalized least squares,Kernel Fisher discriminant analysis,
Generalized least squares,Multivariate random variable,
Generalized least squares,Random element,
Generalized least squares,General linear model,
Generalized least squares,Feasible generalized least squares,
Generalized least squares,VC theory,
Generalized least squares,Cross-entropy method,
Generalized least squares,Ordinal regression,
Generalized least squares,Hat matrix,
Generalized least squares,Matrix normal distribution,
Generalized least squares,Johnson SU distribution,
Generalized least squares,Bayesian multivariate linear regression,
Generalized least squares,Expectation maximization algorithm,
Generalized least squares,Total sum of squares,
Generalized least squares,Vapnik Chervonenkis theory,
Generalized least squares,Simple linear regression,
